episode,loss,reward,policy_loss,value_loss,entropy,kl,n_ppo_updates,lr,wall_time
400,0.001540,0.566476,0.000371,0.013683,0.334449,0.004156,7,0.000091,3149.173258
401,0.001502,0.577336,0.000059,0.013447,0.334896,0.002421,9,0.000091,3157.043283
402,0.001919,0.459944,0.000008,0.017164,0.335285,0.003270,15,0.000090,3164.552000
403,0.001471,0.586082,-0.000144,0.006915,0.335494,0.003930,16,0.000090,3172.725812
404,0.001539,0.566901,0.000046,0.001079,0.336960,0.004404,30,0.000090,3180.628061
405,0.001657,0.533781,-0.000297,0.014782,0.338474,0.003648,8,0.000090,3188.390626
406,0.001727,0.513907,-0.001241,0.008511,0.338931,0.003127,7,0.000090,3196.217545
407,0.001711,0.518521,-0.000137,0.017263,0.339508,0.003837,8,0.000090,3204.334142
408,0.001703,0.520825,-0.000055,0.004486,0.340248,0.004937,15,0.000090,3213.083836
409,0.001551,0.563541,0.000005,0.004252,0.341392,0.005017,7,0.000090,3220.814522
410,0.001364,0.616068,-0.000029,0.002964,0.343328,0.005913,30,0.000090,3231.118192
411,0.001356,0.618274,-0.000093,0.001940,0.346141,0.003548,28,0.000090,3239.616513
412,0.001948,0.451743,-0.001341,0.112070,0.347507,0.003460,4,0.000090,3248.041635
413,0.001419,0.600702,0.000073,0.000866,0.347505,0.005730,5,0.000090,3256.913198
414,0.001582,0.554808,-0.000178,0.008429,0.347748,0.002372,9,0.000090,3265.775341
415,0.001728,0.513706,-0.001323,0.024251,0.348395,0.002514,8,0.000090,3274.435039
416,0.001683,0.526508,0.000646,0.007606,0.349184,0.003167,13,0.000090,3282.927757
417,0.001477,0.584248,0.000063,0.005481,0.349689,0.004221,6,0.000090,3291.710620
418,0.001922,0.458976,-0.001545,0.047824,0.350035,0.002936,9,0.000090,3300.029635
419,0.001447,0.592815,0.000057,0.006433,0.350629,0.004684,21,0.000090,3308.951776
420,0.001365,0.615867,0.000048,0.006707,0.352511,0.004098,30,0.000090,3317.929168
421,0.001359,0.617641,-0.000131,0.001441,0.354699,0.003566,30,0.000090,3326.804481
422,0.001512,0.574409,-0.000203,0.003450,0.356482,0.003060,9,0.000090,3335.513360
423,0.001530,0.569496,-0.001426,0.013914,0.357259,0.002964,10,0.000089,3344.488561
424,0.001419,0.600711,-0.000112,0.001668,0.358288,0.003101,26,0.000089,3357.762717
425,0.001360,0.617355,-0.000124,0.013852,0.359638,0.003823,11,0.000089,3366.111313
426,0.001328,0.626184,-0.000083,0.002052,0.360124,0.003484,18,0.000089,3375.125168
427,0.001763,0.503864,-0.000089,0.015343,0.360888,0.003871,16,0.000089,3384.308380
428,0.001645,0.537054,-0.000441,0.007542,0.361451,0.004063,8,0.000089,3393.337990
429,0.001534,0.568173,-0.000115,0.003021,0.363187,0.005947,30,0.000089,3401.990886
430,0.001619,0.544353,-0.001244,0.007135,0.365295,0.003344,9,0.000089,3410.878153
431,0.001507,0.575838,-0.000378,0.013818,0.367254,0.006085,30,0.000089,3420.468508
432,0.001430,0.597588,0.000043,0.002905,0.368957,0.003294,9,0.000089,3429.827203
433,0.001548,0.564287,-0.001041,0.009412,0.369799,0.003748,9,0.000089,3438.971345
434,0.001495,0.579221,-0.000544,0.005110,0.370953,0.002424,18,0.000089,3448.845042
435,0.001381,0.611219,-0.000046,0.002944,0.372918,0.002315,30,0.000089,3459.171338
436,0.001526,0.570565,-0.000332,0.013065,0.374003,0.003560,8,0.000089,3468.858342
437,0.001680,0.527146,-0.000718,0.013522,0.374865,0.002437,11,0.000089,3478.980639
438,0.001459,0.589519,-0.000369,0.005623,0.377001,0.006281,30,0.000089,3488.719865
439,0.001752,0.507007,-0.000851,0.013925,0.378487,0.003236,7,0.000089,3497.773814
440,0.001332,0.625067,0.000103,0.003713,0.379176,0.004846,6,0.000089,3507.210092
441,0.001378,0.612261,-0.000384,0.006619,0.380022,0.002708,11,0.000089,3516.244583
442,0.001273,0.641811,-0.000257,0.006591,0.381140,0.002858,14,0.000089,3525.087488
443,0.001259,0.645683,-0.000128,0.002652,0.383058,0.003639,30,0.000088,3534.122249
444,0.001254,0.647194,-0.000091,0.000389,0.385512,0.001708,30,0.000088,3543.592739
445,0.001566,0.559156,0.000230,0.023331,0.386823,0.004586,30,0.000088,3552.602861
446,0.001388,0.609370,-0.000603,0.017874,0.386213,0.004286,8,0.000088,3561.708065
447,0.001580,0.555298,0.000080,0.009128,0.386171,0.003058,7,0.000088,3571.068606
448,0.001227,0.654646,-0.000223,0.007086,0.386481,0.004424,7,0.000088,3579.676404
449,0.002105,0.407580,-0.000164,0.053502,0.387006,0.003566,10,0.000088,3588.173743
450,0.001329,0.625965,-0.000107,0.013764,0.387532,0.004386,8,0.000088,3594.929783
451,0.001385,0.610219,-0.000706,0.010045,0.388108,0.004000,10,0.000088,3599.864794
452,0.001476,0.584523,-0.000090,0.004587,0.389130,0.003317,15,0.000088,3604.864592
453,0.001327,0.626478,-0.000147,0.002490,0.390221,0.004238,12,0.000088,3609.826157
454,0.001611,0.546668,-0.001011,0.014344,0.391110,0.003541,10,0.000088,3614.722067
455,0.001461,0.588810,0.000097,0.002919,0.391879,0.003732,8,0.000088,3619.781115
456,0.001477,0.584261,-0.000031,0.007119,0.393262,0.005094,30,0.000088,3625.171876
457,0.001819,0.488164,-0.000083,0.017783,0.394590,0.002973,12,0.000088,3630.334488
458,0.001426,0.598672,0.000029,0.011891,0.395915,0.003442,9,0.000088,3635.372828
459,0.001428,0.598269,-0.000223,0.006163,0.397263,0.003494,17,0.000088,3640.632201
460,0.001401,0.605722,-0.000215,0.003360,0.399073,0.005381,30,0.000088,3646.109111
461,0.001459,0.589450,-0.000119,0.004336,0.400611,0.003221,8,0.000088,3651.248039
462,0.001252,0.647656,-0.000039,0.003077,0.401327,0.004776,10,0.000088,3656.406078
463,0.001901,0.465063,-0.003057,0.076561,0.401965,0.004395,6,0.000087,3661.362210
464,0.001305,0.632708,-0.000116,0.003514,0.402511,0.004440,5,0.000087,3666.285830
465,0.001456,0.590170,0.000484,0.006961,0.403256,0.004051,12,0.000087,3671.432547
466,0.001285,0.638278,-0.000048,0.004823,0.404082,0.004474,11,0.000087,3676.439076
467,0.001760,0.504724,-0.000538,0.020437,0.404639,0.003538,9,0.000087,3681.424753
468,0.001575,0.556866,-0.000385,0.016877,0.404987,0.003456,6,0.000087,3686.496845
469,0.001458,0.589630,0.000310,0.003508,0.405689,0.003545,17,0.000087,3691.554712
470,0.001778,0.499505,-0.001041,0.026807,0.406670,0.003746,9,0.000087,3696.357424
471,0.001338,0.623333,0.000095,0.007358,0.407343,0.004268,9,0.000087,3701.173139
472,0.001744,0.509340,-0.000661,0.010790,0.408018,0.002702,10,0.000087,3706.103434
473,0.001395,0.607432,-0.000594,0.006631,0.408559,0.004995,6,0.000087,3710.773037
474,0.001433,0.596650,0.000179,0.009323,0.409204,0.002791,12,0.000087,3715.615584
475,0.001512,0.574406,-0.000040,0.009454,0.409793,0.005010,7,0.000087,3720.578896
476,0.001640,0.538409,-0.000439,0.010038,0.410397,0.002984,11,0.000087,3725.936209
477,0.001392,0.608333,-0.000476,0.003229,0.411388,0.004019,9,0.000087,3731.077318
478,0.001309,0.631619,0.000146,0.002492,0.413309,0.004743,30,0.000087,3736.432713
479,0.001966,0.446613,-0.001391,0.079568,0.414985,0.003144,5,0.000087,3741.398011
480,0.001376,0.612701,0.000595,0.006016,0.415433,0.005023,6,0.000087,3746.762961
481,0.002327,0.345185,-0.002050,0.087473,0.415970,0.004533,6,0.000087,3752.084100
482,0.001478,0.583950,-0.000334,0.008154,0.416427,0.003893,4,0.000086,3757.233207
483,0.001585,0.553822,0.000289,0.017821,0.416793,0.004489,5,0.000086,3762.061401
484,0.001635,0.539941,-0.000090,0.008585,0.417226,0.002800,16,0.000086,3766.851668
485,0.001523,0.571453,0.000151,0.010830,0.417897,0.003478,30,0.000086,3771.869683
486,0.001440,0.594677,0.000394,0.008632,0.418014,0.004933,7,0.000086,3776.824145
487,0.002044,0.424647,-0.000905,0.053054,0.418385,0.004521,7,0.000086,3781.375983
488,0.002650,0.254373,-0.002982,0.186344,0.418571,0.004608,5,0.000086,3786.019700
489,0.001396,0.607265,-0.000289,0.014644,0.418290,0.004698,5,0.000086,3790.765859
490,0.001329,0.625868,0.000133,0.019703,0.418199,0.004742,10,0.000086,3795.764918
491,0.001367,0.615213,-0.000526,0.010391,0.418775,0.002946,12,0.000086,3800.641576
492,0.001301,0.633831,0.000033,0.002510,0.420292,0.003610,24,0.000086,3805.925176
493,0.001502,0.577310,-0.000405,0.010913,0.422252,0.003837,30,0.000086,3811.131273
494,0.001499,0.578080,-0.000183,0.006562,0.423026,0.002880,8,0.000086,3816.260797
495,0.001267,0.643418,-0.000441,0.008330,0.423611,0.005082,6,0.000086,3820.939343
496,0.001336,0.624022,0.000247,0.008640,0.424410,0.002776,14,0.000086,3825.675237
497,0.001188,0.665649,0.000146,0.001719,0.426157,0.003897,30,0.000086,3830.611285
498,0.001384,0.610389,-0.000174,0.009315,0.427961,0.004327,30,0.000086,3835.689120
499,0.001455,0.590561,-0.000497,0.004244,0.428452,0.002748,16,0.000086,3840.667866
500,0.001363,0.616463,-0.000218,0.006341,0.429192,0.004158,9,0.000086,3845.517222
501,0.001928,0.457559,-0.000510,0.034396,0.429789,0.002385,13,0.000085,3850.371532
502,0.001370,0.614479,0.000033,0.011812,0.429934,0.004528,9,0.000085,3855.129762
503,0.001505,0.576464,-0.000122,0.004482,0.430369,0.002829,11,0.000085,3860.077648
504,0.001389,0.609234,-0.000360,0.006830,0.431154,0.004059,7,0.000085,3864.893870
505,0.001518,0.572896,0.000151,0.028043,0.431609,0.003830,30,0.000085,3869.707470
506,0.001456,0.590124,0.000197,0.006223,0.431075,0.003637,11,0.000085,3874.768862
507,0.001429,0.597929,0.001604,0.021537,0.431526,0.003467,7,0.000085,3879.554369
508,0.001454,0.590686,-0.000152,0.003474,0.433094,0.004942,27,0.000085,3884.847158
509,0.001211,0.659322,-0.000061,0.003242,0.436283,0.004779,30,0.000085,3890.238657
510,0.001248,0.648832,0.000139,0.002721,0.439287,0.003454,30,0.000085,3895.276672
511,0.001251,0.648019,0.000013,0.004418,0.441367,0.003251,16,0.000085,3900.119307
512,0.001492,0.579986,0.000166,0.021794,0.442509,0.003223,7,0.000085,3904.713411
513,0.001331,0.625535,-0.000178,0.003010,0.442970,0.003994,5,0.000085,3909.395507
514,0.001633,0.540428,-0.000158,0.012267,0.444023,0.002482,15,0.000085,3914.428214
515,0.001350,0.620031,0.000073,0.013015,0.446078,0.006609,19,0.000085,3919.529369
516,0.001478,0.584157,0.000019,0.009391,0.447472,0.002884,14,0.000085,3924.808417
517,0.001215,0.657980,-0.000225,0.005710,0.449106,0.004972,30,0.000085,3930.533456
518,0.001400,0.605892,0.000163,0.017640,0.450242,0.002852,8,0.000084,3935.771838
519,0.001227,0.654828,-0.000108,0.001231,0.450955,0.002505,19,0.000084,3941.114073
520,0.001314,0.630306,-0.000456,0.008844,0.452249,0.002523,15,0.000084,3946.596566
521,0.001385,0.610270,-0.000445,0.008851,0.453499,0.002281,13,0.000084,3951.732569
522,0.001186,0.666308,-0.000061,0.002612,0.454742,0.003842,8,0.000084,3956.882938
523,0.001299,0.634482,-0.000044,0.013443,0.455903,0.003655,16,0.000084,3962.131874
524,0.001433,0.596591,0.001065,0.013799,0.456832,0.003560,5,0.000084,3967.166830
525,0.001219,0.656907,0.000215,0.002451,0.457653,0.003450,18,0.000084,3972.258582
526,0.001294,0.635798,-0.000389,0.016487,0.458654,0.002271,14,0.000084,3977.113326
527,0.001228,0.654484,-0.000029,0.002018,0.459058,0.002337,19,0.000084,3982.142356
528,0.001159,0.673763,-0.000201,0.002494,0.460324,0.005057,30,0.000084,3987.389528
529,0.001156,0.674585,0.000123,0.002402,0.461720,0.000143,30,0.000084,3992.753185
530,0.001526,0.570511,0.000432,0.024457,0.462444,0.003415,12,0.000084,3997.764154
531,0.001225,0.655302,0.000112,0.012427,0.462927,0.003058,10,0.000084,4002.956019
532,0.001458,0.589668,0.000134,0.007087,0.463449,0.003576,12,0.000084,4008.152717
533,0.001318,0.629215,-0.000112,0.015167,0.463707,0.003958,6,0.000084,4013.223966
534,0.001440,0.594841,-0.000146,0.003737,0.464372,0.005666,26,0.000084,4018.500524
535,0.001112,0.687070,-0.000129,0.003717,0.466631,0.003309,30,0.000084,4023.313662
536,0.001222,0.656169,-0.000240,0.003888,0.469063,0.003925,30,0.000083,4028.183993
537,0.001230,0.653958,-0.000542,0.008743,0.470443,0.003659,8,0.000083,4032.814400
538,0.001230,0.653783,0.000116,0.005135,0.471281,0.003542,14,0.000083,4037.289072
539,0.001443,0.594006,-0.000731,0.029915,0.471946,0.006290,5,0.000083,4041.736337
540,0.001264,0.644209,-0.000081,0.008225,0.472628,0.006233,17,0.000083,4046.583523
541,0.001394,0.607755,-0.000611,0.005388,0.473914,0.002613,22,0.000083,4051.357604
542,0.001424,0.599261,-0.000279,0.002904,0.474861,0.002238,30,0.000083,4056.202055
543,0.001398,0.606608,-0.000104,0.002744,0.475913,0.002975,12,0.000083,4061.044795
544,0.001382,0.611089,-0.000324,0.001524,0.477357,0.002486,23,0.000083,4065.895750
545,0.001388,0.609516,-0.000201,0.001278,0.479572,0.002340,26,0.000083,4071.075913
546,0.001588,0.553012,-0.000333,0.007912,0.481450,0.003029,13,0.000083,4075.997201
547,0.001489,0.581004,-0.000080,0.004008,0.482253,0.002463,11,0.000083,4081.373181
548,0.001366,0.615499,0.000352,0.013019,0.482890,0.004059,8,0.000083,4086.431697
549,0.001380,0.611538,0.000111,0.012247,0.483616,0.003755,30,0.000083,4091.522017
550,0.001426,0.598603,-0.000619,0.008576,0.484090,0.003741,14,0.000083,4096.301626
551,0.001198,0.662734,-0.000159,0.003706,0.484639,0.002921,19,0.000083,4101.339415
552,0.001172,0.670300,-0.000197,0.005194,0.486086,0.002831,17,0.000083,4106.041939
553,0.001174,0.669566,-0.000131,0.001002,0.488430,0.002290,30,0.000082,4110.980844
554,0.001272,0.642126,0.000101,0.003196,0.490549,0.003077,15,0.000082,4115.825540
555,0.001299,0.634297,-0.000188,0.002112,0.492177,0.002816,19,0.000082,4121.020196
556,0.001135,0.680528,-0.000337,0.003483,0.493511,0.003233,10,0.000082,4125.932220
557,0.001197,0.663091,-0.000434,0.003286,0.494514,0.004055,12,0.000082,4130.958478
558,0.001340,0.622999,-0.000146,0.015050,0.495234,0.001759,30,0.000082,4136.204916
559,0.001149,0.676670,-0.000165,0.004483,0.495119,0.002909,16,0.000082,4141.171606
560,0.001246,0.649337,-0.000184,0.002340,0.496313,0.004397,30,0.000082,4146.485785
561,0.001405,0.604565,-0.001971,0.016864,0.497389,0.004915,6,0.000082,4151.605371
562,0.001190,0.665044,0.000121,0.005863,0.497664,0.004745,5,0.000082,4156.447410
563,0.001163,0.672692,-0.000210,0.005210,0.498563,0.002972,23,0.000082,4161.180603
564,0.001051,0.704322,0.000097,0.001553,0.500345,0.002060,30,0.000082,4166.110459
565,0.001952,0.450640,-0.000919,0.071258,0.501730,0.003934,8,0.000082,4170.694088
566,0.001649,0.536042,0.000492,0.019192,0.502166,0.004136,6,0.000082,4175.435376
567,0.001418,0.600811,-0.000053,0.003623,0.502948,0.002830,15,0.000082,4180.345563
568,0.001228,0.654530,-0.000342,0.010423,0.504058,0.004343,8,0.000082,4185.073476
569,0.001734,0.512056,-0.000555,0.020551,0.504511,0.004032,30,0.000082,4190.044767
570,0.001519,0.572649,0.000319,0.011268,0.503884,0.005575,30,0.000081,4194.748193
571,0.001398,0.606553,-0.000619,0.011199,0.504740,0.002948,10,0.000081,4199.631479
572,0.001072,0.698188,-0.000056,0.004964,0.506503,0.002922,30,0.000081,4208.715519
573,0.001178,0.668536,-0.000210,0.003202,0.509470,0.001977,30,0.000081,4217.779134
574,0.001166,0.671834,-0.000128,0.000724,0.512201,0.003571,25,0.000081,4226.383842
575,0.001377,0.612588,-0.000169,0.010821,0.513736,0.003240,11,0.000081,4234.893652
576,0.001231,0.653679,-0.000223,0.001244,0.514931,0.002204,21,0.000081,4243.811711
577,0.001294,0.635919,-0.000429,0.009141,0.516317,0.002676,11,0.000081,4252.548544
578,0.001197,0.663031,0.000047,0.005102,0.517604,0.003426,14,0.000081,4261.427911
579,0.001171,0.670504,-0.000145,0.002753,0.519111,0.004955,13,0.000081,4269.581652
580,0.001698,0.522199,-0.003099,0.076711,0.520034,0.003379,6,0.000081,4277.832461
581,0.001274,0.641349,-0.000691,0.006554,0.520521,0.004429,5,0.000081,4286.713983
582,0.001398,0.606638,0.000083,0.007666,0.521240,0.005483,12,0.000081,4295.572710
583,0.001437,0.595472,-0.000105,0.004011,0.522262,0.003825,9,0.000081,4304.214940
584,0.001523,0.571515,-0.000337,0.012985,0.522978,0.002895,14,0.000081,4312.856825
585,0.001575,0.556782,0.000283,0.027108,0.523149,0.003570,7,0.000081,4321.095424
586,0.001819,0.488046,-0.000173,0.019830,0.523190,0.002445,12,0.000080,4330.123714
587,0.001414,0.602147,0.000050,0.009487,0.523901,0.002609,22,0.000080,4338.778263
588,0.001361,0.617112,0.000465,0.008929,0.525299,0.003253,16,0.000080,4347.312587
589,0.002171,0.388903,-0.000960,0.112102,0.524433,0.004731,30,0.000080,4355.909246
590,0.001557,0.561936,-0.000787,0.032882,0.521282,0.003186,11,0.000080,4364.265846
591,0.001550,0.563926,-0.001340,0.023096,0.521074,0.003369,9,0.000080,4373.072430
592,0.001228,0.654429,-0.000023,0.029254,0.521423,0.004962,7,0.000080,4381.426021
593,0.001405,0.604669,0.000330,0.024823,0.521603,0.003972,14,0.000080,4389.857212
594,0.002362,0.335318,-0.003057,0.110421,0.521162,0.004407,5,0.000080,4398.213647
595,0.001337,0.623751,-0.001757,0.015955,0.521009,0.005752,5,0.000080,4406.809538
596,0.001590,0.552671,0.000441,0.005789,0.521323,0.002133,18,0.000080,4415.391777
597,0.001475,0.584933,-0.000265,0.011005,0.522761,0.004594,30,0.000080,4424.209715
598,0.001595,0.551151,-0.001351,0.012749,0.523735,0.003649,8,0.000080,4432.811808
599,0.001560,0.560860,-0.000126,0.014270,0.524240,0.004065,30,0.000080,4441.460291
600,0.001392,0.608280,-0.000156,0.005454,0.524152,0.003326,10,0.000080,4449.784587
