episode,loss,reward,policy_loss,value_loss,entropy,kl,n_ppo_updates,wall_time
1,269.928464,-269.418123,0.002633,72748.801823,-2.492301,0.003181,30,15.167239
2,251.827054,-251.316718,-0.003012,63104.277344,-2.492185,0.001125,30,27.501368
3,229.389244,-228.878914,-0.001118,52242.720443,-2.491792,0.004051,30,44.003352
4,213.180202,-212.669872,0.000517,44986.948568,-2.492869,0.000344,30,61.681381
5,204.225487,-203.715157,-0.000053,41081.696484,-2.491898,0.002286,30,80.474939
6,202.357222,-201.846892,-0.005069,40252.399523,-2.490475,0.003049,18,95.153714
7,168.569821,-168.059491,-0.001940,27704.717969,-2.490441,0.003406,30,108.812138
8,158.224596,-157.714265,0.002518,24245.297786,-2.489290,0.000898,30,120.880059
9,150.482155,-149.971825,0.000707,21781.723568,-2.488252,0.004434,30,131.790227
10,148.932466,-148.422136,-0.000836,21201.363607,-2.488950,0.002863,30,142.719463
11,148.212065,-147.701735,0.000403,20878.834701,-2.490406,0.003601,30,154.564905
12,127.705023,-127.194693,0.000181,15273.103613,-2.491884,0.001219,30,167.571069
13,129.184134,-128.673804,0.001020,15571.154232,-2.492674,0.003469,30,178.678321
14,114.886428,-114.376098,-0.002488,12112.810417,-2.492099,0.003367,30,190.160002
15,110.493183,-109.982853,-0.000950,11111.437435,-2.492646,0.003420,30,200.786686
16,103.623387,-103.113057,-0.005702,9671.698618,-2.493393,0.003251,13,211.066506
17,87.399805,-86.889475,-0.005073,6706.782994,-2.493787,0.003213,14,221.422635
18,78.187613,-77.677283,0.003148,5256.747038,-2.494046,0.004723,30,232.144386
19,66.869040,-66.358710,-0.003998,3704.190438,-2.494817,0.003609,30,242.127776
20,61.410280,-60.899950,0.001885,3050.595808,-2.494760,0.002943,14,252.579357
21,54.175597,-53.665266,-0.002601,2285.215454,-2.494545,0.004897,30,263.289627
22,48.752798,-48.242467,-0.001376,1781.747172,-2.494512,0.003064,12,273.817801
23,42.126328,-41.615998,-0.004204,1261.457575,-2.494740,0.003979,11,284.988253
24,36.331283,-35.820953,0.002265,877.506186,-2.494980,0.003616,14,295.536130
25,29.875237,-29.364905,0.000007,530.282635,-2.495186,0.002878,19,305.773927
26,27.154991,-26.644659,-0.002360,408.844011,-2.495731,0.002800,11,315.419372
27,23.429493,-22.919161,-0.009525,268.204606,-2.496129,0.004981,11,326.103350
28,21.342782,-20.832450,-0.006462,200.226020,-2.496522,0.004515,30,336.752903
29,17.878415,-17.368083,0.003180,109.882311,-2.496630,0.001063,30,347.107195
30,19.669448,-19.159116,-0.000104,145.608603,-2.495559,0.001955,30,357.787052
31,17.861449,-17.351117,0.000893,102.065788,-2.494290,0.004928,30,370.030588
32,15.575000,-15.064668,-0.000070,58.369411,-2.495134,0.004184,19,382.365014
33,12.999915,-12.489583,-0.000345,24.821215,-2.495418,0.003090,12,393.501287
34,11.129948,-10.619616,0.000759,8.905395,-2.496806,0.004425,30,406.276900
35,10.058491,-9.548159,0.000372,3.280557,-2.498311,0.004498,30,417.157391
36,9.674750,-9.164418,-0.003832,1.773381,-2.498835,0.003851,14,428.115584
37,7.696366,-7.186034,0.000793,0.844886,-2.499237,0.003350,19,439.721736
38,6.596245,-6.085913,0.000507,3.625998,-2.499544,0.004220,30,450.800198
39,5.821494,-5.311162,-0.009536,6.390982,-2.498912,0.003065,12,461.823665
40,5.528727,-5.018395,-0.000477,7.249068,-2.499670,0.003626,30,473.139767
41,4.735637,-4.225305,-0.000925,10.856193,-2.500657,0.005199,30,484.585898
42,3.841256,-3.330924,-0.000525,16.016397,-2.501112,0.003329,30,495.473128
43,3.522748,-3.012417,-0.002011,17.399012,-2.501871,0.003276,16,507.140033
44,2.916254,-2.405922,-0.001017,21.407597,-2.501509,0.003984,30,520.198230
45,2.440750,-1.930418,-0.001453,23.980498,-2.499858,0.002383,30,532.436940
46,2.494162,-1.983830,-0.004169,21.385237,-2.495930,0.001375,30,543.207311
47,2.666280,-2.155948,0.004611,17.735053,-2.495307,0.003005,30,554.063782
48,2.428001,-1.917669,0.001404,17.441414,-2.498896,0.002752,30,565.194871
49,2.350321,-1.839990,-0.001454,16.226958,-2.500179,0.002941,12,576.068040
50,2.089262,-1.578930,-0.000530,17.186143,-2.500221,0.004451,12,587.405894
51,1.812964,-1.302632,-0.001204,17.724425,-2.499268,0.003451,20,598.957366
52,1.695604,-1.185272,-0.001723,16.057369,-2.497956,0.003807,20,610.504494
53,1.493095,-0.982763,0.001789,14.769693,-2.497201,0.004326,19,621.628909
54,1.618208,-1.107876,-0.001693,11.076920,-2.497994,0.003964,20,633.328937
55,1.506502,-0.996170,-0.000060,9.543412,-2.497371,0.002829,13,643.978851
56,1.359763,-0.849432,-0.003035,7.599895,-2.497590,0.004205,30,654.497613
57,1.256696,-0.746364,-0.000167,4.219909,-2.499957,0.004969,30,665.164402
58,1.118672,-0.608340,-0.004777,1.495832,-2.501760,0.001707,30,677.224738
59,1.147020,-0.636688,0.000386,0.107966,-2.499551,0.001807,30,688.648099
60,1.135035,-0.624703,0.000264,0.012052,-2.499242,0.001462,30,698.836235
61,1.114309,-0.603977,0.000888,0.008607,-2.498700,0.003497,30,709.937884
62,1.036322,-0.525990,-0.004718,0.006832,-2.499343,0.005177,30,721.537710
63,1.095180,-0.584848,0.003719,0.006989,-2.499832,0.001982,30,733.151974
64,1.049779,-0.539447,0.001556,0.004370,-2.497959,0.004193,30,743.688828
65,0.964671,-0.454339,-0.003793,0.004288,-2.497104,0.003011,30,754.820626
66,0.873045,-0.362713,0.001881,0.003513,-2.495592,0.001430,30,765.649460
67,0.877314,-0.366983,-0.000374,0.001397,-2.494210,0.002088,30,776.665484
68,0.881697,-0.371365,0.000605,0.001100,-2.492235,0.002616,30,788.914627
69,0.942481,-0.432149,-0.000767,0.002661,-2.491639,0.002889,30,799.871014
70,0.913576,-0.403244,0.002724,0.001509,-2.490254,0.001802,30,813.245618
71,0.871070,-0.360738,-0.000202,0.001618,-2.486751,0.001798,30,825.244042
72,0.786760,-0.276428,-0.003558,0.002173,-2.484281,0.001790,30,837.770052
73,0.808148,-0.297816,0.005728,0.000742,-2.483524,0.003756,30,850.635041
74,0.760542,-0.250210,-0.002056,0.001204,-2.483878,0.002823,30,860.984093
75,0.751632,-0.241300,-0.000225,0.000469,-2.482353,0.001969,30,870.963689
76,0.717376,-0.207044,0.000244,0.001032,-2.482093,0.002674,30,881.123212
77,0.702027,-0.191695,-0.003333,0.000774,-2.481837,0.004257,11,892.206423
78,0.661058,-0.150726,0.001034,0.000939,-2.481697,0.002402,30,904.864644
79,0.630368,-0.120036,0.003190,0.000673,-2.481712,0.000775,30,916.017259
80,0.631897,-0.121565,-0.000661,0.000711,-2.483193,0.004106,30,927.763490
81,0.654480,-0.144148,-0.000902,0.000454,-2.484199,0.005314,30,939.151587
82,0.616297,-0.105965,-0.002513,0.000660,-2.483160,0.001746,30,950.705586
83,0.630720,-0.120388,0.001333,0.000216,-2.483459,0.001351,30,962.633625
84,0.612531,-0.102199,-0.000152,0.000409,-2.484794,0.001668,30,974.886193
85,0.622755,-0.112423,-0.001370,0.000876,-2.486215,0.001427,30,986.842188
86,0.612474,-0.102142,-0.004922,0.000644,-2.488073,0.001529,30,998.189870
87,0.586900,-0.076568,-0.003699,0.000489,-2.487731,0.001770,30,1010.223822
88,0.597874,-0.087542,-0.000787,0.000484,-2.488077,0.002939,18,1021.489718
89,0.605483,-0.095151,0.002595,0.000376,-2.487618,0.003295,30,1032.472900
90,0.610135,-0.099803,0.002071,0.000601,-2.486707,0.003697,30,1043.415777
91,0.598037,-0.087706,0.000911,0.000278,-2.486218,0.005239,30,1054.935852
92,0.605492,-0.095160,-0.001912,0.000328,-2.485408,0.005367,30,1067.007671
93,0.606682,-0.096350,0.003383,0.000834,-2.486147,0.002862,30,1079.614566
94,0.589130,-0.078798,0.001109,0.000682,-2.486477,0.002906,30,1090.990412
95,0.583271,-0.072939,0.004347,0.000341,-2.485869,0.002236,30,1102.637862
96,0.615058,-0.104726,-0.000619,0.000982,-2.485873,0.002416,30,1113.782961
97,0.592344,-0.082012,-0.002307,0.000433,-2.484755,0.002530,30,1124.875988
98,0.629597,-0.119265,-0.002815,0.000521,-2.484443,0.002653,30,1137.016387
99,0.636812,-0.126480,0.000250,0.000468,-2.484292,0.001593,30,1149.450915
100,0.616421,-0.106089,0.002111,0.000664,-2.483351,0.005154,30,1160.504899
101,0.589174,-0.078843,-0.003572,0.000727,-2.482509,0.002928,30,1173.591816
102,0.600141,-0.089809,0.001775,0.000380,-2.482007,0.002054,30,1185.209564
103,0.586334,-0.076002,0.003342,0.000239,-2.481188,0.001480,30,1199.899252
104,0.567867,-0.057535,0.000997,0.000422,-2.481033,0.001850,30,1211.414488
105,0.563605,-0.053274,0.002435,0.000184,-2.481321,0.002545,30,1221.949771
106,0.579893,-0.069561,-0.002406,0.000196,-2.479674,0.001437,30,1233.350543
107,0.589805,-0.079473,-0.003195,0.000567,-2.479331,0.004341,30,1245.124630
108,0.584183,-0.073852,0.002113,0.000317,-2.481452,0.003425,30,1256.656859
109,0.603656,-0.093324,0.001346,0.000341,-2.482149,0.001737,30,1267.334334
110,0.581119,-0.070787,0.003329,0.000307,-2.481581,0.005413,30,1278.252236
111,0.596306,-0.085974,0.002038,0.000510,-2.482288,0.002804,30,1289.648236
112,0.577728,-0.067396,-0.006914,0.000117,-2.481959,0.003408,30,1300.813354
113,0.583907,-0.073575,-0.001836,0.000256,-2.481141,0.002596,30,1311.518441
114,0.573305,-0.062973,0.002005,0.000302,-2.480932,0.003093,30,1321.941030
115,0.577051,-0.066719,0.000668,0.000412,-2.479989,0.002522,30,1332.405926
116,0.604560,-0.094228,0.002268,0.000318,-2.478900,0.002319,30,1343.287344
117,0.627975,-0.117644,-0.001556,0.000338,-2.478375,0.003964,30,1354.629133
118,0.606717,-0.096385,-0.001405,0.000390,-2.477687,0.002805,30,1366.997489
119,0.603557,-0.093225,0.004752,0.000241,-2.476227,0.002437,30,1378.630971
120,0.580643,-0.070311,-0.003055,0.000571,-2.473597,0.000944,30,1390.379679
121,0.580988,-0.070656,0.000267,0.000381,-2.471580,0.001397,30,1402.168850
122,0.612725,-0.102393,-0.000778,0.000511,-2.470345,0.001743,30,1411.936128
123,0.631846,-0.121514,0.002788,0.000416,-2.470609,0.004592,30,1422.933147
124,0.610443,-0.100111,-0.002898,0.000235,-2.470562,0.004577,30,1434.035766
125,0.584188,-0.073856,0.001676,0.000526,-2.469560,0.002144,30,1445.953755
126,0.573949,-0.063617,0.003198,0.000430,-2.468094,0.002317,30,1457.805359
127,0.559254,-0.048923,-0.003816,0.000515,-2.467287,0.004044,30,1469.020465
128,0.554610,-0.044278,-0.002628,0.000473,-2.467089,0.004176,30,1479.246154
129,0.554569,-0.044237,-0.001117,0.000434,-2.467433,0.002311,30,1489.338978
130,0.524948,-0.014616,-0.001429,0.000434,-2.466617,0.003043,30,1499.893460
131,0.510113,0.000219,0.000303,0.000480,-2.464321,0.000994,30,1512.095446
132,0.516411,-0.006079,0.001282,0.000772,-2.460555,0.003525,30,1524.656292
133,0.526319,-0.015987,0.002559,0.000191,-2.460315,0.001848,30,1539.703670
134,0.512026,-0.001694,0.006273,0.000294,-2.460940,0.002293,30,1553.972527
135,0.506626,0.003706,0.000578,0.000357,-2.460650,0.001388,30,1567.786773
136,0.486198,0.024134,0.000598,0.000335,-2.458855,0.000736,30,1581.830447
137,0.487351,0.022981,-0.001997,0.000248,-2.457925,0.001176,30,1595.267736
138,0.481538,0.028794,0.001252,0.000457,-2.458472,0.002356,30,1608.772629
139,0.480580,0.029752,0.001929,0.000505,-2.459323,0.002038,30,1621.740179
140,0.481887,0.028445,-0.003674,0.000351,-2.458625,0.003317,20,1634.973536
141,0.480018,0.030314,-0.000808,0.000314,-2.456860,0.002336,30,1648.658294
142,0.483691,0.026640,0.000112,0.000495,-2.454872,0.003382,30,1660.921720
143,0.477384,0.032948,0.000986,0.000280,-2.454090,0.003818,30,1672.967052
144,0.467141,0.043191,-0.001568,0.000317,-2.452325,0.002466,30,1686.937126
145,0.445596,0.064736,0.003021,0.000418,-2.451968,0.003407,30,1695.760296
146,0.470883,0.039449,0.001509,0.000328,-2.453509,0.002719,30,1707.840512
147,0.463254,0.047077,0.003203,0.000428,-2.453959,0.003651,30,1720.383285
148,0.489972,0.020360,0.000628,0.000430,-2.453220,0.002664,30,1733.837357
149,0.470342,0.039990,-0.002911,0.000310,-2.452662,0.001241,30,1747.802847
150,0.483998,0.026334,-0.000610,0.000247,-2.451383,0.003919,30,1761.979633
151,0.473514,0.036818,-0.004337,0.000421,-2.450964,0.003776,30,1775.639468
152,0.470269,0.040063,-0.001781,0.000423,-2.449335,0.002292,30,1789.539745
153,0.463072,0.047260,-0.000739,0.000089,-2.448001,0.001702,30,1802.683021
154,0.463031,0.047300,-0.003491,0.000189,-2.447951,0.002149,30,1815.874669
155,0.460239,0.050093,0.000177,0.000221,-2.447145,0.004454,30,1829.392668
156,0.467261,0.043071,0.001101,0.000176,-2.446246,0.001759,30,1843.553540
157,0.449446,0.060885,0.001981,0.000431,-2.445336,0.002528,30,1856.782147
158,0.460426,0.049906,-0.000544,0.000233,-2.444979,0.002047,30,1869.867707
159,0.453065,0.057267,-0.002953,0.000212,-2.445023,0.005506,30,1881.392998
160,0.491952,0.018380,0.001434,0.000795,-2.445572,0.001671,30,1892.727501
161,0.473858,0.036474,0.002666,0.000434,-2.445766,0.005440,30,1904.391745
162,0.452600,0.057732,-0.000929,0.000270,-2.446043,0.000662,30,1916.942358
163,0.461997,0.048335,-0.002695,0.000394,-2.445390,0.004486,30,1929.522639
164,0.447301,0.063031,0.001718,0.000406,-2.444611,0.004029,30,1941.015493
165,0.439463,0.070869,0.003981,0.000209,-2.444139,0.003737,19,1952.708222
166,0.435655,0.074677,0.001303,0.000484,-2.444850,0.004401,30,1963.882651
167,0.436130,0.074202,0.000748,0.000263,-2.444247,0.003885,30,1975.574928
168,0.449880,0.060452,0.001933,0.000210,-2.443055,0.002445,30,1987.478440
169,0.439109,0.071223,-0.003028,0.000155,-2.443311,0.003643,30,1998.808890
170,0.415438,0.094894,0.000172,0.000216,-2.444089,0.004184,30,2013.109459
171,0.427985,0.082347,0.002107,0.000414,-2.444031,0.001957,30,2026.865809
172,0.430405,0.079927,0.000608,0.000216,-2.443382,0.000484,30,2040.896506
173,0.439164,0.071168,0.002389,0.000203,-2.441889,0.001328,30,2053.369250
174,0.442714,0.067618,-0.003712,0.000113,-2.441357,0.004054,30,2060.661228
175,0.451735,0.058597,-0.003531,0.000232,-2.441072,0.001555,30,2068.521211
176,0.452962,0.057370,0.000496,0.000256,-2.439654,0.003472,30,2077.059929
177,0.432939,0.077393,-0.003655,0.000339,-2.438709,0.001990,30,2088.602878
178,0.450434,0.059898,0.001874,0.000292,-2.438258,0.001638,30,2099.436446
179,0.432067,0.078265,-0.001398,0.000381,-2.438283,0.002696,30,2109.787580
180,0.420061,0.090271,0.000708,0.000291,-2.439383,0.001515,30,2121.572208
181,0.395586,0.114745,0.005350,0.000230,-2.438624,0.003532,30,2133.178394
182,0.415755,0.094577,0.001030,0.000286,-2.436337,0.002824,30,2145.777668
183,0.403658,0.106673,-0.004160,0.000206,-2.434705,0.001208,30,2157.400567
184,0.405032,0.105300,-0.004418,0.000393,-2.434777,0.001924,30,2169.092834
185,0.391576,0.118756,-0.000845,0.000196,-2.435336,0.001311,30,2181.048318
186,0.398948,0.111384,0.000100,0.000142,-2.434909,0.002004,30,2192.665360
187,0.380246,0.130086,0.002779,0.000241,-2.434375,0.001482,30,2204.529920
188,0.372490,0.137842,0.002702,0.000090,-2.434315,0.002117,30,2216.437807
189,0.388741,0.121591,-0.000726,0.000175,-2.433851,0.001047,30,2229.110491
190,0.368759,0.141573,0.000935,0.000301,-2.432632,0.002903,30,2241.352161
191,0.368973,0.141359,-0.000982,0.000130,-2.431809,0.004875,30,2253.722902
192,0.383525,0.126807,-0.002255,0.000134,-2.432887,0.001333,30,2264.936855
193,0.392662,0.117670,-0.000098,0.000197,-2.434585,0.003387,19,2277.124500
194,0.364791,0.145541,-0.000588,0.000270,-2.433216,0.002645,30,2289.157522
195,0.361553,0.148778,0.002021,0.000125,-2.431934,0.001044,30,2300.073741
196,0.358803,0.151528,-0.001782,0.000075,-2.430433,0.001484,30,2310.806487
197,0.365379,0.144953,0.003423,0.000204,-2.429938,0.002891,30,2321.643310
198,0.361101,0.149231,-0.005712,0.000390,-2.431377,0.003516,30,2332.685967
199,0.366959,0.143373,0.001757,0.000191,-2.431577,0.002201,30,2343.659683
200,0.370219,0.140113,-0.001044,0.000248,-2.430277,0.000912,30,2354.349757
201,0.364059,0.146273,0.004410,0.000359,-2.428521,0.001988,30,2365.500935
202,0.358377,0.151955,0.000755,0.000194,-2.427535,0.001661,30,2377.891510
203,0.363265,0.147067,-0.003758,0.000230,-2.426523,0.003201,30,2389.886827
204,0.344265,0.166067,-0.002686,0.000175,-2.426064,0.001619,30,2402.709949
205,0.343106,0.167226,0.001162,0.000145,-2.423863,0.003573,30,2415.413786
206,0.338724,0.171608,-0.006468,0.000076,-2.423298,0.003897,30,2426.823765
207,0.351143,0.159189,-0.000940,0.000143,-2.423192,0.004893,30,2438.219641
208,0.336464,0.173868,-0.001611,0.000334,-2.422196,0.001030,30,2450.366426
209,0.342504,0.167828,-0.002712,0.000331,-2.420293,0.003061,30,2462.705490
210,0.344309,0.166023,-0.001608,0.000060,-2.419698,0.003985,30,2473.000636
211,0.340200,0.170132,0.001366,0.000182,-2.418643,0.000717,30,2485.869315
212,0.359160,0.151171,0.001133,0.000204,-2.418672,0.003623,30,2498.129610
213,0.365226,0.145106,0.000076,0.000167,-2.418120,0.003510,15,2509.802928
214,0.343254,0.167078,-0.003035,0.000229,-2.417427,0.003523,30,2521.543036
215,0.331713,0.178619,-0.005190,0.000187,-2.416934,0.004367,30,2531.888534
216,0.332528,0.177804,0.001217,0.000415,-2.417133,0.000353,30,2542.480025
217,0.344934,0.165398,0.000829,0.000346,-2.416040,0.000629,30,2553.019811
218,0.343825,0.166507,0.005338,0.000260,-2.414466,0.000909,30,2564.590235
219,0.340896,0.169436,-0.000212,0.000254,-2.413542,0.001847,30,2576.373192
220,0.328820,0.181512,-0.000738,0.000328,-2.411967,0.003513,30,2588.405284
221,0.327356,0.182976,-0.002093,0.000116,-2.411581,0.001988,30,2600.686691
222,0.332215,0.178117,-0.000437,0.000093,-2.410876,0.001225,30,2613.261831
223,0.326031,0.184301,0.000048,0.000150,-2.410534,0.003798,30,2625.920769
224,0.309086,0.201246,-0.001132,0.000245,-2.410253,0.002062,30,2638.380611
225,0.311235,0.199097,-0.001968,0.000236,-2.409548,0.003592,30,2651.078399
226,0.311396,0.198936,-0.000208,0.000098,-2.409885,0.001318,30,2663.617058
227,0.306811,0.203521,-0.002144,0.000153,-2.408953,0.001049,30,2677.110743
228,0.298512,0.211820,-0.000208,0.000158,-2.408384,0.001182,30,2687.657686
229,0.287675,0.222657,-0.001148,0.000122,-2.409231,0.001532,30,2698.192711
230,0.294195,0.216137,0.000338,0.000376,-2.409789,0.002732,30,2709.835159
231,0.287340,0.222992,-0.004895,0.000256,-2.410262,0.001457,30,2723.069320
232,0.285798,0.224534,-0.003354,0.000181,-2.410120,0.003553,30,2736.469570
233,0.287086,0.223246,-0.001232,0.000082,-2.410563,0.001236,30,2749.501930
234,0.290181,0.220151,0.001658,0.000102,-2.410489,0.003299,30,2761.769931
235,0.294029,0.216303,0.000843,0.000168,-2.410431,0.002925,30,2773.222554
236,0.317368,0.192964,-0.004423,0.000217,-2.410277,0.003300,30,2785.110330
237,0.301347,0.208984,0.000754,0.000095,-2.409824,0.000684,30,2797.072519
238,0.311643,0.198688,0.000080,0.000075,-2.408023,0.003450,30,2808.846204
239,0.294268,0.216064,-0.001085,0.000145,-2.405570,0.002590,30,2820.185144
240,0.283406,0.226926,-0.001760,0.000129,-2.403489,0.001225,30,2831.573500
241,0.278283,0.232048,-0.000516,0.000146,-2.402752,0.004495,30,2842.064806
242,0.290599,0.219733,-0.000774,0.000092,-2.402519,0.003704,30,2853.173994
243,0.276257,0.234075,0.001122,0.000121,-2.402238,0.003331,30,2866.329724
244,0.284249,0.226083,0.000804,0.000121,-2.402552,0.001489,30,2880.067674
245,0.288443,0.221888,-0.000954,0.000139,-2.400802,0.003752,30,2891.261789
246,0.280158,0.230174,-0.000521,0.000125,-2.398646,0.000773,30,2902.779495
247,0.278233,0.232099,0.003998,0.000110,-2.394715,0.002523,30,2914.683935
248,0.297569,0.212763,-0.002201,0.000186,-2.391967,0.002248,30,2925.770536
249,0.290949,0.219383,-0.003093,0.000056,-2.391703,0.001929,30,2937.955044
250,0.290409,0.219922,-0.000271,0.000230,-2.390979,0.000766,30,2951.120258
251,0.295278,0.215054,-0.002784,0.000130,-2.390912,0.004641,30,2960.876460
252,0.296513,0.213819,-0.000153,0.000057,-2.391593,0.004224,30,2973.556941
253,0.308171,0.202161,-0.002406,0.000111,-2.391936,0.003136,30,2986.634009
254,0.289191,0.221141,-0.005373,0.000142,-2.391998,0.004535,30,2999.258122
255,0.314013,0.196318,0.001673,0.000369,-2.392981,0.004328,30,3012.078716
256,0.294523,0.215809,-0.000710,0.000158,-2.393598,0.001374,30,3025.279210
257,0.294267,0.216065,-0.002457,0.000130,-2.392864,0.001692,30,3038.331802
258,0.281474,0.228858,-0.001293,0.000169,-2.391790,0.001031,30,3051.416369
259,0.278734,0.231598,-0.000270,0.000078,-2.390031,0.002861,30,3064.308107
260,0.284986,0.225346,-0.000959,0.000164,-2.389750,0.002190,30,3074.166515
261,0.284333,0.225999,-0.002874,0.000203,-2.389476,0.003355,17,3086.275360
262,0.271734,0.238598,0.002261,0.000125,-2.389212,0.002677,30,3098.766212
263,0.280669,0.229663,0.001749,0.000088,-2.389289,0.004399,30,3109.550049
264,0.273346,0.236985,0.000621,0.000178,-2.388830,0.001381,30,3120.447627
265,0.259865,0.250467,0.001045,0.000176,-2.387989,0.000453,30,3131.290526
266,0.271811,0.238521,0.001212,0.000139,-2.387251,0.001397,30,3141.927705
267,0.270979,0.239352,-0.002420,0.000120,-2.386433,0.003284,16,3151.687899
268,0.264522,0.245810,-0.001587,0.000096,-2.386007,0.002977,30,3163.106104
269,0.261299,0.249033,-0.002299,0.000092,-2.386792,0.002545,30,3173.122706
270,0.260982,0.249350,0.000554,0.000260,-2.387004,0.000786,30,3182.733916
271,0.267298,0.243034,-0.004975,0.000149,-2.386541,0.004215,30,3193.169017
272,0.259943,0.250389,-0.006481,0.000159,-2.387340,0.002295,30,3203.096160
273,0.255454,0.254878,0.000115,0.000132,-2.388467,0.000752,30,3212.885527
